abendroth	ˈ æ b ɪ n d ɹ ɔ θ
aber	ˈ e ɪ b ɝ
abercrombie	ˌ æ b ɝ ˈ k ɹ ɑ m b i
aberdeen	ˈ æ b ɝ ˌ d i n
aberford	ˈ e ɪ b ɝ f ɝ d
aberg	ˈ æ b ɝ ɡ
aberle	ˈ æ b ɝ ə ɫ
abermin	ˈ æ b ɝ m ɪ n
abernathy	ˈ æ b ɝ ˌ n æ θ i
abernethy	ˈ æ b ɝ ˌ n ɛ θ i
aberrant	æ ˈ b ɛ ɹ ə n t
aberration	ˌ æ b ɝ ˈ e ɪ ʃ ə n
aberrational	ˌ æ b ɝ ˈ e ɪ ʃ ə n ə ɫ
aberrations	ˌ æ b ɝ ˈ e ɪ ʃ ə n z
abert	ˈ æ b ɝ t
abet	ə ˈ b ɛ t
abetted	ə ˈ b ɛ t ɪ d
abetting	ə ˈ b ɛ t ɪ ŋ
abex	ˈ e ɪ b ɛ k s
abeyance	ə ˈ b e ɪ ə n s
abeyta	ɑ ˈ b e ɪ t ə
abhor	æ b ˈ h ɔ ɹ
abhorred	ə b ˈ h ɔ ɹ d
abhorrence	ə b ˈ h ɔ ɹ ə n s
abhorrent	æ b ˈ h ɔ ɹ ə n t
abhors	ə b ˈ h ɔ ɹ z
abiam	ˈ e ɪ b i ə m
abiam's	ˈ e ɪ b i ə m z
abid	ˈ e ɪ b ɪ d
abide	ə ˈ b a ɪ d
abided	ə ˈ b a ɪ d ɪ d
abides	ə ˈ b a ɪ d z
abiding	ə ˈ b a ɪ d ɪ ŋ
abidjan	æ b ɪ ˈ d ʒ ɑ n
abie	ˈ æ b i
abigail	ˈ æ b ə ˌ ɡ e ɪ ɫ
abila	ɑ ˈ b i ɫ ə
abilene	ˈ æ b ɪ ˌ ɫ i n
abilities	ə ˈ b ɪ ɫ ə ˌ t i z
ability	ə ˈ b ɪ ɫ ə ˌ t i
abimael	ˌ æ b ɪ ˈ m e ɪ ɫ
abimaels	ˌ æ b ɪ ˈ m e ɪ ɫ z
abingdon	ˈ æ b ɪ ŋ d ə n
abington	ˈ æ b ɪ ŋ t ə n
abio	ˈ ɑ b i o ʊ
abiola	ˌ ɑ b i ˈ o ʊ ɫ ə
abiola's	ˌ ɑ b i ˈ o ʊ ɫ ə z
abiomed	e ɪ ˈ b i ə m ɛ d
abiquiu	ə ˈ b ɪ k j u
abitibi	ˌ æ b ɪ ˈ t i b i
abitz	ˈ æ b ɪ t s
abject	ˈ æ b d ʒ ɛ k t
abkhazia	æ b ˈ k æ z j ə
abkhazian	æ b ˈ k æ z i ə n
abkhazians	æ b ˈ k æ z i ə n z
ablate	ˌ ə ˈ b ɫ e ɪ t
ablation	ˌ ə ˈ b ɫ e ɪ ʃ ə n
ablaze	ə ˈ b ɫ e ɪ z
able	ˈ e ɪ b ə ɫ
able-bodied	ˈ e ɪ b ə ɫ ˈ b ɑ d i d
abled	ˈ e ɪ b ə ɫ d
abler	ˈ e ɪ b ə ɫ ɝ
ables	ˈ e ɪ b ə ɫ z
ablest	ˈ e ɪ b ə ɫ s t
abloom	ə ˈ b ɫ u m
ablution	ə ˈ b ɫ u ʃ ə n
ablutions	ə ˈ b ɫ u ʃ ə n z
ably	ˈ e ɪ b ɫ i
abnegation	ˌ æ b n ɛ ˈ ɡ e ɪ ʃ ə n
abner	ˈ æ b n ɝ
abney	ˈ æ b n i
abnormal	æ b ˈ n ɔ ɹ m ə ɫ
abnormalities	ˌ æ b n ɔ ɹ ˈ m æ ɫ ə t i z
abnormality	ˌ æ b n ɔ ɹ ˈ m æ ɫ ə t i
abnormally	æ b ˈ n ɔ ɹ m ə ɫ i
abo	ˈ ɑ b o ʊ
abo's	ˈ ɑ b o ʊ z
aboard	ə ˈ b ɔ ɹ d
abode	ə ˈ b o ʊ d
abohalima	æ b ə h ə ˈ ɫ i m ə
abolish	ə ˈ b ɑ ɫ ɪ ʃ
abolished	ə ˈ b ɑ ɫ ɪ ʃ t
abolishes	ə ˈ b ɑ ɫ ɪ ʃ ɪ z
abolishing	ə ˈ b ɑ ɫ ɪ ʃ ɪ ŋ
abolition	ˌ æ b ə ˈ ɫ ɪ ʃ ə n
abolitionism	ˌ æ b ə ˈ ɫ ɪ ʃ ə ˌ n ɪ z ə m
abolitionist	ˌ æ b ə ˈ ɫ ɪ ʃ ə n ə s t
abolitionists	ˌ æ b ə ˈ ɫ ɪ ʃ ə n ə s t s
abominable	ə ˈ b ɑ m ə n ə b ə ɫ
abomination	ə ˌ b ɑ m ə ˈ n e ɪ ʃ ə n
abominations	ə ˌ b ɑ m ə ˈ n e ɪ ʃ ə n z
abood	ə ˈ b u d
aboodi	ə ˈ b u d i
abor	ə ˈ b ɔ ɹ
aboriginal	ˌ æ b ɝ ˈ ɪ d ʒ ə n ə ɫ
aborigine	ˌ æ b ɝ ˈ ɪ d ʒ ə n i
aborigines	ˌ æ b ɝ ˈ ɪ d ʒ ə n i z
aborn	ə ˈ b ɔ ɹ n
abort	ə ˈ b ɔ ɹ t
aborted	ə ˈ b ɔ ɹ t ɪ d
abortifacient	ə ˌ b ɔ ɹ t ə ˈ f e ɪ ʃ ə n t
abortifacients	ə ˌ b ɔ ɹ t ə ˈ f e ɪ ʃ ə n t s
aborting	ə ˈ b ɔ ɹ t ɪ ŋ
abortion	ə ˈ b ɔ ɹ ʃ ə n
abortionist	ə ˈ b ɔ ɹ ʃ ə n ɪ s t
abortionists	ə ˈ b ɔ ɹ ʃ ə n ɪ s t s
abortions	ə ˈ b ɔ ɹ ʃ ə n z
abortive	ə ˈ b ɔ ɹ t ɪ v
aborts	ə ˈ b ɔ ɹ t s
abott	ə ˈ b ɑ t
abou	ə ˈ b u
aboud	ɑ ˈ b u d
abouhalima	ˌ ɑ b u h ɑ ˈ ɫ i m ə
abouhalima's	ˌ ɑ b u h ɑ ˈ ɫ i m ə z
abound	ə ˈ b a ʊ n d
abounded	ə ˈ b a ʊ n d ɪ d
abounding	ə ˈ b a ʊ n d ɪ ŋ
abounds	ə ˈ b a ʊ n d z
about	ə ˈ b a ʊ t
about's	ə ˈ b a ʊ t s
above	ə ˈ b ə v
above's	ə ˈ b ə v z
aboveboard	ə ˈ b ə v ˌ b ɔ ɹ d
abplanalp	ˈ æ b p ɫ ə n æ ɫ p
abra	ˈ ɑ b ɹ ə
abracadabra	ˌ æ b ɹ ə k ə ˈ d æ b ɹ ə
abrade	æ ˈ b ɹ e ɪ d
abraded	æ ˈ b ɹ e ɪ d ɪ d
abrades	æ ˈ b ɹ e ɪ d z
abraham	ˈ e ɪ b ɹ ə ˌ h æ m
abrahamian	ˌ æ b ɹ ə ˈ h e ɪ m i ə n
abrahams	ˈ e ɪ b ɹ ə ˌ h æ m z
abrahamsen	æ b ɹ ə ˈ h æ m s ə n
abrahamson	ə ˈ b ɹ æ h ə m s ə n
abram	ə ˈ b ɹ æ m
abram's	ˈ e ɪ b ɹ ə m z
abramczyk	ˈ ɑ b ɹ ə m t ʃ ɪ k
abramo	ɑ ˈ b ɹ ɑ m o ʊ
abramovitz	ə ˈ b ɹ ɑ m ə v ɪ t s
abramowicz	ə ˈ b ɹ ɑ m ə v ɪ t ʃ
abramowitz	ə ˈ b ɹ ɑ m ə w ɪ t s
abrams	ˈ e ɪ b ɹ ə m z
abrams's	ˈ e ɪ b ɹ ə m z ɪ z
abramson	ˈ e ɪ b ɹ ə m s ə n
abrasion	ə ˈ b ɹ e ɪ ʒ ə n
abrasions	ə ˈ b ɹ e ɪ ʒ ə n z
abrasive	ə ˈ b ɹ e ɪ s ɪ v
abrasives	ə ˈ b ɹ e ɪ s ɪ v z
abraxa	ə ˈ b ɹ æ k s ə
abraxa's	ə ˈ b ɹ æ k s ə z
abraxas	ə ˈ b ɹ æ k s ə z
abreast	ə ˈ b ɹ ɛ s t
abrego	ɑ ˈ b ɹ ɛ ɡ o ʊ
abreu	ə ˈ b ɹ u
abridge	ə ˈ b ɹ ɪ d ʒ
abridged	ə ˈ b ɹ ɪ d ʒ d
abridgement	ə ˈ b ɹ ɪ d ʒ m ə n t
abridges	ə ˈ b ɹ ɪ d ʒ ə z
abridging	ə ˈ b ɹ ɪ d ʒ ɪ ŋ
abril	ə ˈ b ɹ ɪ ɫ
abroad	ə ˈ b ɹ ɔ d
abrogate	ˈ æ b ɹ ə ˌ ɡ e ɪ t
abrogated	ˈ æ b ɹ ə ˌ ɡ e ɪ t ɪ d
abrogating	ˈ æ b ɹ ə ˌ ɡ e ɪ t ɪ ŋ
abrogation	ˌ æ b ɹ ə ˈ ɡ e ɪ ʃ ə n
abrol	ə ˈ b ɹ o ʊ ɫ
abron	ə ˈ b ɹ ɑ n
abrupt	ə ˈ b ɹ ə p t
abruptly	ə ˈ b ɹ ə p t ɫ i
abruptness	ə ˈ b ɹ ə p t n ə s
abrutyn	ˈ e ɪ b ɹ u t ɪ n
abruzzese	ɑ b ɹ u t ˈ s e ɪ z i
abruzzo	ɑ ˈ b ɹ u z o ʊ
abs	ˈ æ b z
absalom	ˈ æ b s ə ɫ ə m
absaraka	æ b ˈ s ɑ ɹ ə k ə
abscam	ˈ æ b s k æ m
abscess	ˈ æ b ˌ s ɛ s
abscond	æ b ˈ s k ɑ n d
absconded	æ b ˈ s k ɑ n d ɪ d
absconding	æ b ˈ s k ɑ n d ɪ ŋ
absconds	æ b ˈ s k ɑ n d z
absecon	ˈ æ b s ə k ɔ n
absence	ˈ æ b s ə n s
absences	ˈ æ b s ə n s ɪ z
absent	ˈ æ b s ə n t
absentee	ˌ æ b s ə n ˈ t i
absenteeism	ˌ æ b s ə n ˈ t i ɪ z ə m
absentees	ˌ æ b s ə n ˈ t i z
absentia	æ b ˈ s ɛ n ʃ ə
absher	ˈ æ b ʃ ɝ
abshier	ˈ æ b ʃ i ɝ
abshire	ˈ æ b ˌ ʃ a ɪ ɹ
absinthe	ˈ æ b s ɪ n θ
abso	ˈ æ b s o ʊ
absolom	ˈ æ b s ə ɫ ə m
absolut	ˌ æ b s ə ˈ ɫ u t
absolut's	ˌ æ b s ə ˈ ɫ u t s
absolute	ˈ æ b s ə ˌ ɫ u t
absolutely	ˌ æ b s ə ˈ ɫ u t ɫ i
absoluteness	ˈ æ b s ə ˌ ɫ u t n ə s
absolutes	ˈ æ b s ə ˌ ɫ u t s
absolution	ˌ æ b s ə ˈ ɫ u ʃ ə n
absolutism	ˈ æ b s ə ˌ ɫ u ˌ t ɪ z ə m
absolutist	æ b s ə ˈ ɫ u t ɪ s t
absolve	æ b ˈ z ɑ ɫ v
absolved	æ b ˈ z ɑ ɫ v d
absolves	æ b ˈ z ɑ ɫ v z
absolving	æ b ˈ z ɑ ɫ v ɪ ŋ
absorb	ə b ˈ z ɔ ɹ b
absorbed	ə b ˈ z ɔ ɹ b d
absorbency	ə b ˈ z ɔ ɹ b ə n s i
absorbent	ə b ˈ z ɔ ɹ b ə n t
absorber	ə b ˈ z ɔ ɹ b ɝ
absorbers	ə b ˈ z ɔ ɹ b ɝ z
absorbing	ə b ˈ z ɔ ɹ b ɪ ŋ
absorbs	ə b ˈ z ɔ ɹ b z
absorption	ə b ˈ s ɔ ɹ p ʃ ə n
abstain	æ b ˈ s t e ɪ n
abstained	æ b ˈ s t e ɪ n d
abstaining	æ b ˈ s t e ɪ n ɪ ŋ
abstention	æ b ˈ s t ɛ n t ʃ ə n
abstentions	æ b ˈ s t ɛ n t ʃ ə n z
abstinence	ˈ æ b s t ə n ə n s
abstinent	ˈ æ b s t ə n ə n t
abston	ˈ æ b s t ə n
abstract	ˈ æ b ˌ s t ɹ æ k t
abstracted	ˈ æ b ˌ s t ɹ æ k t ɪ d
abstraction	æ b ˈ s t ɹ æ k ʃ ə n
abstractions	æ b ˈ s t ɹ æ k ʃ ə n z
abstracts	ˈ æ b s t ɹ æ k t s
abstruse	ə b ˈ s t ɹ u s
absurd	ə b ˈ s ɝ d
absurdist	ə b ˈ s ɝ d ɪ s t
absurdities	ə b ˈ s ɝ d ə t i z
absurdity	ə b ˈ s ɝ d ə t i
absurdly	ə b ˈ s ɝ d ɫ i
abt	ˈ æ b t
abts	ˈ æ b t s
abu	ˈ æ b u
abudrahm	ə ˈ b ə d ɹ ə m
abuellah	ə b ˈ w ɛ ɫ ə
abuellah's	ə b ˈ w ɛ ɫ ə z
abuladze	ˌ æ b j u ˈ ɫ æ d z i
abundance	ə ˈ b ə n d ə n s
abundant	ə ˈ b ə n d ə n t
abundantly	ə ˈ b ə n d ə n t ɫ i
aburto	ə ˈ b ʊ ɹ ˌ t o ʊ
aburto's	ə ˈ b ʊ ɹ ˌ t o ʊ z
abuse	ə b ˈ j u s
abused	ə b ˈ j u z d
abuser	ə b ˈ j u z ɝ
abusers	ə b ˈ j u z ɝ z
abuses	ə b ˈ j u s ɪ z
abusing	ə b ˈ j u z ɪ ŋ
abusive	ə b ˈ j u s ɪ v
abut	ə ˈ b ə t
abuts	ə ˈ b ə t s
abutted	ə ˈ b ə t ɪ d
abutting	ə ˈ b ə t ɪ ŋ
abuzz	ə ˈ b ə z
abysmal	ə ˈ b ɪ z m ə ɫ
abysmally	ə ˈ b ɪ z m ə ɫ i
abyss	ə ˈ b ɪ s
abyssinia	æ b ˈ s ɪ ˌ n i ə
abyssinian	æ b ˈ s ɪ ˌ n i ə n
abzug	ˈ æ b ˌ z ə ɡ
ac	ˈ e ɪ ˈ s i
aca	ˈ æ k ə
acacia	ə ˈ k e ɪ ʃ ə
academe	ˈ æ k ə ˌ d i m
academia	ˌ æ k ə ˈ d i m i ə
academic	ˌ æ k ə ˈ d ɛ m ɪ k
academically	ˌ æ k ə ˈ d ɛ m ɪ k ɫ i
academician	ˌ æ k ə d ə ˈ m ɪ ʃ ə n
academicians	ˌ æ k ə d ə ˈ m ɪ ʃ ə n z
academics	ˌ æ k ə ˈ d ɛ m ɪ k s
academies	ə ˈ k æ d ə m i z
academy	ə ˈ k æ d ə m i
academy's	ə ˈ k æ d ə m i z
acadia	ə ˈ k e ɪ d i ə
acampo	ə ˈ k ɑ m p o ʊ
acampora	ə ˈ k æ m p ɝ ə
acampsia	ə ˈ k æ m p s j ə
acantha	ɑ ˈ k ɑ n ð ə
acapulco	ˌ æ k ə ˈ p ʊ ɫ k o ʊ
acary	ˈ æ k ɝ i
acc	ˌ a ɪ ˌ s i ˈ s i
accardi	ɑ ˈ k ɑ ɹ d i
accardo	ɑ ˈ k ɑ ɹ d o ʊ
accede	æ k ˈ s i d
acceded	æ k ˈ s i d ɪ d
accedes	æ k ˈ s i d z
acceding	æ k ˈ s i d ɪ ŋ
accel	ə k ˈ s ɛ ɫ
accelerant	æ k ˈ s ɛ ɫ ɝ ə n t
accelerants	æ k ˈ s ɛ ɫ ɝ ə n t s
accelerate	æ k ˈ s ɛ ɫ ɝ ˌ e ɪ t
accelerated	æ k ˈ s ɛ ɫ ɝ ˌ e ɪ t ɪ d
accelerates	æ k ˈ s ɛ ɫ ɝ ˌ e ɪ t s
accelerating	æ k ˈ s ɛ ɫ ɝ ˌ e ɪ t ɪ ŋ
acceleration	ˌ æ k ˌ s ɛ ɫ ɝ ˈ e ɪ ʃ ə n
accelerator	æ k ˈ s ɛ ɫ ɝ ˌ e ɪ t ɝ
accelerators	æ k ˈ s ɛ ɫ ɝ ˌ e ɪ t ɝ z
accelerometer	æ k ˌ s ɛ ɫ ɝ ˈ ɑ m ə t ɝ
accelerometers	æ k ˌ s ɛ ɫ ɝ ˈ ɑ m ə t ɝ z
accent	ˈ æ k ˌ s ɛ n t
accented	ˈ æ k s ɛ n t ɪ d
accenting	ˈ æ k s ɛ n t ɪ ŋ
accents	ˈ æ k s ɛ n t s
accentuate	æ k ˈ s ɛ n t ʃ u e ɪ t
accentuated	æ k ˈ s ɛ n t ʃ u ˌ e ɪ t ɪ d
accentuates	æ k ˈ s ɛ n t ʃ u ˌ e ɪ t s
accentuating	æ k ˈ s ɛ n t ʃ u ˌ e ɪ t ɪ ŋ
accenture	æ k ˈ s ɛ n t ʃ ɝ
accept	æ k ˈ s ɛ p t
acceptability	ə k ˌ s ɛ p t ə ˈ b ɪ ɫ ə t i
acceptable	æ k ˈ s ɛ p t ə b ə ɫ
acceptably	æ k ˈ s ɛ p t ə b ɫ i
acceptance	æ k ˈ s ɛ p t ə n s
acceptances	æ k ˈ s ɛ p t ə n s ɪ z
accepted	æ k ˈ s ɛ p t ɪ d
accepting	æ k ˈ s ɛ p t ɪ ŋ
accepts	æ k ˈ s ɛ p t s
access	ˈ æ k ˌ s ɛ s
accessed	ˈ æ k ˌ s ɛ s t
accessibility	ˌ æ k s ɛ s ə ˈ b ɪ ɫ ɪ t i
accessible	æ k ˈ s ɛ s ə b ə ɫ
accessing	ˈ æ k ˌ s ɛ s ɪ ŋ
accession	ə k ˈ s ɛ ʃ ə n
accessories	æ k ˈ s ɛ s ɝ i z
accessorize	æ k ˈ s ɛ s ɝ ˌ a ɪ z
accessorized	æ k ˈ s ɛ s ɝ ˌ a ɪ z d
accessory	æ k ˈ s ɛ s ɝ i
accetta	ɑ ˈ t ʃ ɛ t ə
accident	ˈ æ k s ə d ə n t
accident's	ˈ æ k s ə d ə n t s
accidental	ˌ æ k s ə ˈ d ɛ n ə ɫ
accidentally	ˌ æ k s ə ˈ d ɛ n ə ɫ i
accidently	ˈ æ k s ə d ə n t ɫ i
accidents	ˈ æ k s ə d ə n t s
accion	ˈ æ t ʃ i ə n
accival	ˈ æ s ɪ ˌ v ɑ ɫ
acclaim	ə ˈ k ɫ e ɪ m
acclaim's	ə ˈ k ɫ e ɪ m z
acclaimed	ə ˈ k ɫ e ɪ m d
acclaiming	ə ˈ k ɫ e ɪ m ɪ ŋ
acclaims	ə ˈ k ɫ e ɪ m z
acclamation	ˌ æ k ɫ ə ˈ m e ɪ ʃ ə n
acclimate	ˈ æ k ɫ ə ˌ m e ɪ t
acclimated	ˈ æ k ɫ ə ˌ m e ɪ t ɪ d
acclimation	ˌ æ k ɫ ə ˈ m e ɪ ʃ ə n
acco	ˈ æ k o ʊ
accokeek	ˈ æ k o ʊ k i k
accola	ɑ ˈ k o ʊ ɫ ə
accolade	ˈ æ k ə ˌ ɫ e ɪ d
accolades	ˈ æ k ə ˌ ɫ e ɪ d z
accomando	ɑ k o ʊ ˈ m ɑ n d o ʊ
accommodate	ə ˈ k ɑ m ə ˌ d e ɪ t
accommodated	ə ˈ k ɑ m ə ˌ d e ɪ t ɪ d
accommodates	ə ˈ k ɑ m ə ˌ d e ɪ t s
accommodating	ə ˈ k ɑ m ə ˌ d e ɪ t ɪ ŋ
accommodation	ə ˌ k ɑ m ə ˈ d e ɪ ʃ ə n
accommodations	ə ˌ k ɑ m ə ˈ d e ɪ ʃ ə n z
accommodative	ə ˈ k ɑ m ə ˌ d e ɪ t ɪ v
accompanied	ə ˈ k ə m p ə n i d
accompanies	ə ˈ k ə m p ə n i z
accompaniment	ə ˈ k ə m p n i m ə n t
accompaniments	ə ˈ k ə m p n i m ə n t s
accompanist	ə ˈ k ə m p ə n ə s t
accompany	ə ˈ k ə m p ə n i
accompanying	ə ˈ k ə m p ə n i ɪ ŋ
accompli	ˌ ɑ ˈ k ɑ m p ɫ i
accomplice	ə ˈ k ɑ m p ɫ ə s
accomplices	ə ˈ k ɑ m p ɫ ə s ə z
accomplish	ə ˈ k ɑ m p ɫ ɪ ʃ
accomplished	ə ˈ k ɑ m p ɫ ɪ ʃ t
accomplishes	ə ˈ k ɑ m p ɫ ɪ ʃ ɪ z
accomplishing	ə ˈ k ɑ m p ɫ ɪ ʃ ɪ ŋ
accomplishment	ə ˈ k ɑ m p ɫ ɪ ʃ m ə n t
accomplishments	ə ˈ k ɑ m p ɫ ɪ ʃ m ə n t s
accor	ˈ æ ˌ k ɔ ɹ
accor's	ˈ æ k ɝ z
accord	ə ˈ k ɔ ɹ d
accord's	ə ˈ k ɔ ɹ d z
accordance	ə ˈ k ɔ ɹ d ə n s
accorded	ə ˈ k ɔ ɹ d ɪ d
according	ə ˈ k ɔ ɹ d ɪ ŋ
accordingly	ə ˈ k ɔ ɹ d ɪ ŋ ɫ i
accordion	ə ˈ k ɔ ɹ d i ə n
accordions	ə ˈ k ɔ ɹ d i ə n z
accords	ə ˈ k ɔ ɹ d z
accost	ə ˈ k ɔ s t
accosted	ə ˈ k ɑ s t ɪ d
accosting	ə ˈ k ɑ s t ɪ ŋ
account	ə ˈ k a ʊ n t
account's	ə ˈ k a ʊ n t s
accountability	ə ˈ k a ʊ n ə b ɪ ɫ ɪ t i
accountable	ə ˈ k a ʊ n ə b ə ɫ
accountancy	ə ˈ k a ʊ n t ə n s i
accountant	ə ˈ k a ʊ n t ə n t
accountant's	ə ˈ k a ʊ n t ə n t s
accountants	ə ˈ k a ʊ n t ə n t s
accountants'	ə ˈ k a ʊ n t ə n t s
accounted	ə ˈ k a ʊ n ə d
accountemp	ə ˈ k a ʊ n ˌ t ɛ m p
